"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2019","15","University of Birmingham","164","4.06","3.07","0.81","85.9","","","14.8","2056","574","85.8","94.6","","800"
"2019","17","University of Nottingham","165","4.09","3.09","0.79","83.3","","","13.9","1655","758","84.9","93.4","","796"
"2019","18","University of Manchester","169","","3.16","0.78","82.4","","","13.4","2030","686","81.7","93.1","","792"
"2019","19","University of Surrey","166","4.12","2.98","0.73","76.4","","","15.7","1731","745","85.3","90.5","","779"
"2019","20","University of Southampton","160","4.00","3.15","0.90","80.1","","","12.9","1657","536","82.4","92.3","","776"
"2019","21","University of York","159","4.18","3.17","0.75","81.1","","","14.6","1445","439","80.6","92.5","","770"
"2019","22","Newcastle University","161","4.09","3.09","0.80","81.5","","","13.8","1579","471","81.3","94.8","","763"
"2019","23","The University of Edinburgh","180","3.93","3.18","0.83","74.9","","","12.6","1346","708","86.5","92.0","","762"
"2019","24","University of Glasgow","200","4.08","3.10","0.84","83.3","","","14.9","1654","594","84.1","88.6","","757"
"2019","25","University of Sussex","146","4.05","3.01","0.73","80.2","","","16.4","1620","847","75.9","91.6","","746"
"2019","26","King's College London, University of London","172","","3.23","0.80","84.1","","","12.5","1706","561","86.4","87.4","","742"
"2019","26","University of Essex","116","4.08","3.05","0.82","79.3","","","16.3","1797","1363","78.8","86.1","","742"
"2019","28","University of Aberdeen","185","4.08","2.97","0.73","77.0","","","15.4","1627","694","85.4","89.6","","740"
"2019","28","Royal Holloway, University of London","143","4.05","3.09","0.77","71.8","","","15.2","1540","766","80.0","93.0","","740"
"2019","30","University of Sheffield","156","","3.17","0.74","82.5","","","14.7","1715","521","80.6","93.0","","735"
"2019","31","University of Dundee","177","4.15","3.03","0.68","85.3","","","14.5","1567","399","81.2","87.0","","730"
"2019","32","University of Reading","138","3.98","3.03","0.83","75.2","","","15.0","1753","599","79.1","92.1","","724"
"2019","33","Cardiff University","154","3.99","3.27","0.62","79.2","","","13.5","1504","665","78.9","92.3","","723"
"2019","34","University of Leicester","136","4.05","2.93","0.82","75.6","","","13.7","1759","915","79.0","92.6","","722"
"2019","35","Heriot-Watt University","163","3.98","3.06","0.82","76.6","","","16.7","1655","1341","76.8","84.6","","713"
"2019","36","University of Liverpool","147","","3.06","0.70","78.5","","","13.5","1703","429","79.3","90.5","","705"
"2019","36","Queen's University Belfast","152","4.05","2.99","0.95","80.0","","","15.8","1450","796","80.0","91.2","","705"
"2019","38","Queen Mary University of London","148","3.97","3.18","0.74","73.7","","","13.1","1538","814","79.8","92.0","","696"
"2019","39","Swansea University","129","4.09","3.09","0.71","82.2","","","15.4","1521","635","77.8","90.1","","690"
"2019","40","University of Strathclyde","201","3.99","3.04","0.84","80.0","","","19.8","1364","385","82.0","86.5","","687"
"2019","40","University of Stirling","158","3.99","2.96","0.74","73.9","","","15.5","1027","762","79.5","85.5","","687"
"2019","42","Nottingham Trent University","143","4.16","2.59","0.23","76.4","","","14.8","1285","838","71.9","85.8","","682"
"2019","43","University of Lincoln","129","4.15","2.54","0.39","76.0","","","14.9","1232","652","73.5","88.6","","676"
"2019","44","University of Kent","137","4.04","2.95","0.85","82.4","","","18.4","1110","605","78.5","88.3","","675"
"2019","45","Aston University, Birmingham","136","4.14","3.05","0.57","79.4","","","20.1","1324","485","81.3","90.7","","670"
"2019","46","SOAS University of London","148","","2.82","0.76","69.3","","","12.3","1775","296","80.5","82.5","","663"
"2019","47","Coventry University","126","4.15","2.67","0.13","81.1","","","14.6","1516","549","73.5","86.0","","659"
"2019","48","Harper Adams University","128","4.18","2.66","0.23","68.9","","","15.7","1571","1598","66.2","90.3","","652"
"2019","49","Arts University Bournemouth","161","4.09","2.30","0.13","79.2","","","15.7","1347","341","67.5","89.3","","647"
"2019","50","Brunel University of London","131","3.99","2.67","0.85","72.8","","","16.4","1567","669","75.1","87.1","","646"
"2019","51","University of Portsmouth","120","4.10","2.75","0.27","80.0","","","15.4","1473","609","75.2","85.1","","642"
"2019","52","St George's, University of London","164","3.89","2.99","0.52","93.6","","","12.4","2256","299","75.7","92.7","","638"
"2019","53","Liverpool Hope University","116","4.30","2.21","0.53","80.5","","","14.5","858","1201","65.9","80.9","","637"
"2019","54","Keele University","128","4.15","2.88","0.59","78.9","","","14.2","1313","563","71.4","89.7","","636"
"2019","55","University for the Creative Arts","139","4.07","2.72","0.10","61.1","","","13.2","2401","132","74.1","83.7","","634"
"2019","56","Northumbria University, Newcastle","144","4.05","2.71","0.29","72.1","","","16.7","1454","605","77.0","86.3","","631"
"2019","57","Manchester Metropolitan University","135","4.03","2.74","0.24","69.6","","","15.3","1781","663","70.4","83.0","","621"
"2019","58","Bristol, UWE","127","4.15","2.70","0.29","76.9","","","18.4","1504","813","75.3","84.3","","620"
"2019","59","Liverpool John Moores University","141","4.12","2.79","0.26","72.5","","","17.3","1205","383","76.0","85.9","","619"
"2019","60","University of Huddersfield","129","4.11","2.65","0.32","77.9","","","17.0","1605","586","74.4","82.5","","617"
"2019","61","University of Bradford","131","4.02","2.95","0.23","80.5","","","16.8","1338","787","77.3","82.1","","616"
"2019","62","Bangor University","132","4.19","2.99","0.63","68.7","","","16.7","1118","547","69.3","88.2","","610"
"2019","62","Goldsmiths, University of London","130","3.97","2.90","0.85","55.2","","","14.7","1672","619","83.9","79.2","","610"
"2019","64","Norwich University of the Arts","143","4.15","2.69","0.18","66.8","","","15.8","1638","148","72.8","87.3","","609"
"2019","65","Aberystwyth University","120","4.23","2.84","0.76","74.0","","","16.6","1506","472","67.3","83.2","","600"
"2019","66","Oxford Brookes University","129","4.01","2.66","0.39","72.1","","","16.1","1176","591","74.6","87.8","","599"
"2019","66","Bournemouth University","123","3.94","2.72","0.29","69.6","","","17.0","1378","722","78.9","84.1","","599"
"2019","66","City, University of London","142","4.01","2.95","0.53","68.5","","","17.9","1711","594","71.8","87.2","","599"
"2019","69","Sheffield Hallam University","124","4.05","2.76","0.16","69.2","","","16.9","1638","461","75.3","86.3","","584"
"2019","70","De Montfort University","113","4.13","2.67","0.30","80.4","","","19.4","1262","729","71.3","83.7","","583"
"2019","71","University of Roehampton","109","3.95","2.83","0.67","69.4","","","14.7","1594","560","68.9","81.2","","580"
"2019","71","Edge Hill University","131","4.07","2.22","0.27","70.0","","","15.2","1460","677","71.9","85.4","","580"
"2019","73","University of Staffordshire","114","4.16","2.20","0.33","79.3","","","14.5","1867","322","68.4","76.5","","578"
"2019","73","Ulster University","126","4.06","2.91","0.84","67.3","","","17.1","1320","577","73.5","82.9","","578"
"2019","75","Queen Margaret University, Edinburgh","144","3.87","2.65","0.22","76.7","","","18.5","1254","370","78.7","80.1","","576"
"2019","76","University of Buckingham","128","4.33","","","73.4","","","11.3","1341","715","68.7","84.0","","572"
"2019","77","Cardiff Metropolitan University","126","4.07","3.00","0.09","62.9","","","16.5","1779","772","65.2","79.4","","569"
"2019","77","University of Plymouth","129","4.05","2.74","0.50","71.3","","","15.9","1276","466","73.0","85.1","","569"
"2019","79","University of Salford","128","4.07","2.54","0.33","70.5","","","15.0","1221","724","69.6","81.5","","562"
"2019","79","University of West London","120","4.17","1.92","0.13","70.1","","","15.6","1491","1252","72.4","76.5","","562"
"2019","81","Leeds Arts University","165","4.26","","","56.5","","","12.5","919","224","73.8","90.5","","560"
"2019","82","University of Westminster, London","124","3.97","2.74","0.29","65.9","","","17.0","1570","415","71.9","82.9","","554"
"2019","83","Robert Gordon University","157","4.06","2.35","0.21","77.5","","","20.6","1124","323","71.0","85.9","","546"
"2019","84","University of the Arts London","135","3.94","3.12","0.17","56.5","","","14.4","1537","242","65.8","84.2","","543"
"2019","85","Glasgow Caledonian University","164","3.91","2.67","0.24","69.6","","","19.2","1337","308","72.8","84.8","","542"
"2019","86","University of Chichester","121","4.14","2.50","0.25","60.9","","","15.1","889","566","69.4","88.2","","536"
"2019","86","University of Hertfordshire","119","4.02","2.61","0.21","78.4","","","17.9","1317","1038","65.9","81.7","","536"
"2019","88","University of Gloucestershire","123","4.10","2.38","0.18","68.7","","","19.0","1338","519","71.8","83.4","","535"
"2019","89","University of Derby","119","4.09","2.07","0.19","73.8","","","15.1","1403","467","66.5","82.2","","530"
"2019","90","Falmouth University","120","4.06","2.04","0.33","71.6","","","18.4","906","360","72.6","88.3","","527"
"2019","91","University of Winchester","113","4.02","2.32","0.30","63.3","","","16.3","1113","384","77.6","87.8","","525"
"2019","92","Teesside University","119","4.04","2.58","0.14","79.1","","","17.2","1647","520","66.0","81.7","","524"
"2019","93","London South Bank University","108","4.02","2.52","0.41","81.7","","","16.5","1751","408","68.9","77.1","","523"
"2019","94","University of Hull","123","4.01","2.70","0.56","75.9","","","18.3","1477","622","67.3","82.2","","522"
"2019","95","Kingston University","125","3.99","2.70","0.16","63.7","","","16.0","1662","622","70.4","81.2","","521"
"2019","96","University of Greenwich","135","3.98","2.33","0.25","66.1","","","17.9","1410","735","74.1","80.9","","520"
"2019","97","Birmingham City University","128","4.02","2.64","0.14","70.0","","","18.1","1322","604","68.6","83.6","","517"
"2019","98","University of Chester","114","4.09","2.08","0.29","69.5","","","15.3","1728","878","65.8","82.6","","515"
"2019","99","Abertay University","155","4.03","2.16","0.36","66.1","","","18.5","1147","812","70.4","74.9","","513"
"2019","99","University of Sunderland","120","4.00","2.12","0.39","67.8","","","15.6","1577","674","66.7","78.2","","513"
"2019","101","Edinburgh Napier University","146","3.94","2.52","0.19","65.5","","","18.8","1305","362","74.7","81.6","","510"
"2019","102","University of Lancashire","129","4.02","2.51","0.24","69.9","","","16.4","1408","458","70.4","78.9","","509"
"2019","103","Bath Spa University","122","4.00","2.52","0.30","64.1","","","19.9","1255","362","74.6","85.2","","507"
"2019","104","St Mary's University, Twickenham","119","4.08","1.98","0.23","73.8","","","15.7","962","587","72.2","79.9","","502"
"2019","105","Middlesex University","119","4.00","2.58","0.35","59.0","","","16.6","2656","424","67.4","72.8","","501"
"2019","106","University of Brighton","117","4.00","2.84","0.21","68.4","","","18.2","974","483","69.3","85.5","","494"
"2019","107","University of South Wales","129","3.97","2.51","0.16","62.1","","","15.1","1309","536","67.4","79.2","","484"
"2019","108","Leeds Trinity University","100","4.15","2.01","0.17","68.0","","","19.5","1371","430","78.6","83.4","","482"
"2019","109","University of East London","112","4.08","2.71","0.23","61.3","","","17.0","1623","789","63.9","73.3","","476"
"2019","110","University of Worcester","119","4.08","2.08","0.30","65.7","","","16.7","862","598","65.6","85.0","","473"
"2019","111","Canterbury Christ Church University","108","3.98","2.38","0.23","63.7","","","15.2","1376","412","70.7","79.6","","471"
"2019","112","Southampton, Solent University","116","4.03","1.63","0.07","63.1","","","15.7","1391","733","71.3","78.7","","468"
"2019","113","University of Northampton","107","4.00","2.09","0.25","62.8","","","18.7","1696","1018","68.8","82.9","","467"
"2019","114","University of the West of Scotland","138","4.00","2.36","0.22","71.7","","","22.1","1462","382","70.3","80.8","","464"
"2019","115","University of Wales Trinity Saint David","113","4.12","2.39","0.12","52.7","","","15.0","1124","772","69.0","78.2","","458"
"2019","116","Anglia Ruskin University","105","4.10","2.37","0.27","67.6","","","18.2","1066","424","71.3","79.1","","439"
"2019","117","Royal Agricultural University","122","3.98","1.40","0.26","63.8","","","21.6","1773","807","65.8","95.1","","432"
"2019","118","University of Bedfordshire","95","4.01","2.52","0.27","67.8","","","17.6","1588","596","63.5","72.8","","422"
"2019","119","Birmingham Newman University","119","3.97","2.13","0.20","62.3","","","16.0","1245","357","65.3","77.8","","414"
"2019","120","Lincoln Bishop University","110","4.02","1.96","0.17","69.8","","","22.0","858","717","66.4","91.6","","411"
"2019","121","Leeds Beckett University","114","4.01","2.16","0.24","62.8","","","19.4","1139","505","65.9","76.0","","400"
"2019","122","Buckinghamshire New University","111","3.97","2.19","0.09","62.1","","","16.0","1926","429","56.6","76.2","","383"
"2019","123","University of Cumbria","118","3.87","2.13","0.08","68.0","","","16.7","1108","508","61.1","83.6","","381"
"2019","123","York St John University","113","4.04","2.04","0.29","55.0","","","17.4","1179","627","64.7","84.5","","381"
"2019","125","Birkbeck, University of London","94","3.95","2.97","0.81","72.4","","","15.8","947","101","57.2","64.2","","379"
"2019","126","University of Greater Manchester","112","4.09","2.04","0.20","64.2","","","14.7","866","428","59.4","68.9","","368"
"2019","127","Wrexham University","101","4.06","2.15","0.16","62.3","","","19.2","1238","491","66.6","71.1","","357"
"2019","128","University of Suffolk","118","3.96","","","65.5","","","17.6","1814","476","66.2","69.5","","354"
"2019","129","University of Wolverhampton","108","4.01","2.31","0.31","65.6","","","20.0","1493","291","64.0","70.4","","348"
"2019","130","Plymouth Marjon University","125","4.08","","","59.9","","","22.7","817","1094","65.5","84.1","","336"
"2019","131","London Metropolitan University","101","4.00","2.44","0.15","63.7","","","20.4","1007","941","52.3","68.7","","309"
"2020","1","University of Cambridge","224","4.09","3.33","0.95","86.7","","","11.2","2701","1006","93.4","98.4","","1000"
"2020","2","University of Oxford","215","4.10","3.34","0.87","83.4","","","10.4","2758","582","94.0","98.5","","989"
"2020","3","University of St Andrews","207","4.26","3.13","0.82","79.7","","","11.7","2211","719","89.8","96.3","","944"
"2020","4","London School of Economics and Political Science, University of London","189","3.67","3.35","0.85","86.1","","","11.1","2107","738","90.5","95.4","","934"
"2020","5","Imperial College London","205","4.02","3.36","0.92","90.4","","","11.4","2756","846","89.2","96.6","","933"
"2020","6","Durham University","194","4.01","3.14","0.79","84.8","","","15.0","1839","1067","92.1","96.4","","915"
"2020","7","Lancaster University","156","4.14","3.15","0.77","89.2","","","12.6","2187","1049","78.7","93.7","","914"
"2020","8","Loughborough University","157","4.18","2.95","0.88","86.8","","","13.4","1794","1320","83.8","92.1","","905"
"2020","9","University of Bath","183","4.05","3.17","0.74","87.4","","","15.6","1832","552","88.3","96.6","","882"
"2020","10","UCL (University College London)","187","3.87","3.22","0.91","83.8","","","10.5","2288","296","89.7","94.4","","880"
"2020","11","University of Warwick","171","4.05","3.22","0.83","83.2","","","13.0","1694","732","84.3","95.1","","868"
"2020","11","University of Exeter","171","4.08","3.08","0.82","85.5","","","15.5","1627","1075","87.9","95.7","","868"
"2020","13","University of Birmingham","163","4.01","3.07","0.81","85.3","","","13.9","2253","605","86.6","94.9","","841"
"2020","14","University of Leeds","164","4.09","3.13","0.75","81.2","","","13.4","2511","469","86.9","92.4","","838"
"2020","15","University of Manchester","168","3.98","3.16","0.78","80.4","","","13.3","2365","691","83.1","92.9","","827"
"2020","16","University of Bristol","177","3.95","3.18","0.91","80.5","","","13.5","1559","565","89.8","95.9","","826"
"2020","16","The University of Edinburgh","189","3.84","3.18","0.83","77.3","","","11.9","1364","754","89.5","92.1","","826"
"2020","18","University of Glasgow","196","4.06","3.10","0.84","85.4","","","13.7","1711","623","84.8","89.9","","823"
"2020","19","University of Nottingham","162","4.02","3.09","0.79","86.0","","","14.5","1654","841","84.1","93.7","","814"
"2020","20","University of Southampton","161","4.03","3.15","0.90","82.1","","","13.5","1746","611","84.9","89.3","","804"
"2020","21","University of East Anglia UEA","147","4.01","3.11","0.75","77.0","","","13.6","1750","1044","87.2","90.7","","802"
"2020","22","Newcastle University","160","4.03","3.09","0.80","85.8","","","14.2","1657","480","81.3","95.0","","800"
"2020","23","Royal Holloway, University of London","141","4.02","3.09","0.77","73.5","","","14.7","1769","839","82.6","92.0","","798"
"2020","23","University of Surrey","156","4.04","2.98","0.73","80.6","","","16.1","1774","708","85.0","92.7","","798"
"2020","25","King's College London, University of London","171","3.84","3.23","0.80","84.7","","","12.4","1891","590","86.7","91.8","","795"
"2020","26","Cardiff University","158","3.99","3.27","0.62","81.9","","","14.1","1584","694","83.3","91.8","","786"
"2020","27","Harper Adams University","134","4.09","2.66","0.23","72.5","","","13.7","1860","1908","74.4","91.3","","785"
"2020","28","University of Liverpool","145","4.08","3.06","0.70","85.3","","","14.3","1748","427","80.6","92.8","","776"
"2020","29","University of Aberdeen","183","4.08","2.97","0.73","81.0","","","16.1","1641","688","87.1","90.3","","774"
"2020","30","University of York","157","4.09","3.17","0.75","81.6","","","14.6","1328","406","80.5","92.8","","773"
"2020","31","University of Dundee","168","4.16","3.03","0.68","81.4","","","13.9","1826","513","78.9","88.5","","772"
"2020","32","University of Sussex","148","3.91","3.01","0.73","80.4","","","15.8","1626","872","75.6","90.7","","768"
"2020","33","University of Sheffield","157","4.04","3.17","0.74","84.3","","","15.2","1719","521","81.5","92.8","","767"
"2020","34","Aston University, Birmingham","131","4.02","3.05","0.57","79.2","","","17.4","1412","466","84.4","92.1","","763"
"2020","35","Swansea University","130","4.08","3.09","0.71","85.3","","","15.4","1558","695","78.0","90.8","","756"
"2020","35","Heriot-Watt University","162","3.94","3.06","0.82","79.2","","","17.8","1658","1418","79.7","86.8","","756"
"2020","37","Queen's University Belfast","150","3.97","2.99","0.95","82.4","","","15.9","1485","793","84.0","91.8","","755"
"2020","38","Nottingham Trent University","134","4.14","2.59","0.23","81.7","","","14.5","1364","882","74.4","87.6","","753"
"2020","39","University of Strathclyde","198","3.95","3.04","0.84","79.7","","","19.5","1355","454","83.4","88.4","","747"
"2020","40","University of Reading","132","3.85","3.03","0.83","75.8","","","15.8","1761","718","81.7","92.9","","746"
"2020","41","Queen Mary University of London","144","3.88","3.18","0.74","78.6","","","13.1","1466","794","83.2","89.8","","742"
"2020","42","University of Lincoln","128","4.17","2.54","0.39","81.5","","","14.7","1263","704","75.1","88.2","","735"
"2020","43","University of Stirling","162","3.97","2.96","0.74","78.2","","","16.4","1029","757","76.3","86.7","","732"
"2020","44","University of Essex","111","4.08","3.05","0.82","73.8","","","15.9","1836","1442","74.5","85.4","","726"
"2020","44","SOAS University of London","154","3.95","2.82","0.76","69.8","","","11.3","2068","359","81.7","81.4","","726"
"2020","44","University of Leicester","133","3.97","2.93","0.82","74.9","","","14.0","1786","828","78.4","92.3","","726"
"2020","47","St George's, University of London","159","3.83","2.99","0.52","94.0","","","11.1","2097","323","80.3","93.3","","725"
"2020","48","University for the Creative Arts","140","4.17","2.72","0.10","72.9","","","12.9","2411","161","75.1","80.1","","723"
"2020","49","University of Kent","134","3.99","2.95","0.85","78.0","","","18.0","1144","645","79.1","89.0","","715"
"2020","50","Northumbria University, Newcastle","143","4.03","2.71","0.29","75.1","","","16.3","1596","652","77.3","84.0","","703"
"2020","51","Oxford Brookes University","130","4.03","2.66","0.39","77.2","","","15.1","1431","771","75.7","89.6","","702"
"2020","52","Keele University","127","4.15","2.88","0.59","81.7","","","14.0","1407","588","74.2","88.7","","699"
"2020","53","Coventry University","126","4.13","2.67","0.13","80.5","","","14.6","1643","561","76.1","83.9","","698"
"2020","53","University of Portsmouth","115","4.11","2.75","0.27","85.2","","","15.4","1463","660","75.0","85.3","","698"
"2020","55","Bristol, UWE","125","4.18","2.70","0.29","76.1","","","15.3","1517","691","75.4","84.3","","693"
"2020","56","Manchester Metropolitan University","133","4.02","2.74","0.24","71.1","","","15.5","1902","711","73.2","83.5","","688"
"2020","57","City, University of London","142","4.05","2.95","0.53","72.9","","","17.8","1787","595","73.1","88.6","","680"
"2020","58","Edge Hill University","133","4.11","2.22","0.27","76.9","","","14.1","1567","739","74.0","85.1","","676"
"2020","58","Ulster University","128","4.14","2.91","0.84","70.9","","","17.4","1480","632","76.0","83.4","","676"
"2020","58","University of Staffordshire","119","4.18","2.20","0.33","80.7","","","15.4","1882","431","72.3","78.5","","676"
"2020","61","University of the Arts London","133","3.91","3.12","0.17","72.1","","","14.8","1865","243","71.3","86.2","","675"
"2020","62","Liverpool Hope University","118","4.21","2.21","0.53","83.7","","","14.5","866","1207","68.0","79.8","","674"
"2020","63","University of Bradford","132","3.91","2.95","0.23","82.8","","","17.2","1398","784","80.2","82.9","","671"
"2020","64","University of Huddersfield","130","4.07","2.65","0.32","80.0","","","17.5","1657","620","74.6","84.2","","668"
"2020","65","Arts University Bournemouth","154","4.07","2.30","0.13","80.3","","","15.1","1335","328","66.1","90.1","","667"
"2020","66","Liverpool John Moores University","141","4.05","2.79","0.26","74.7","","","16.9","1274","420","73.8","84.7","","661"
"2020","67","De Montfort University","110","4.13","2.67","0.30","83.2","","","19.9","1224","775","75.1","84.9","","655"
"2020","68","Queen Margaret University, Edinburgh","149","3.98","2.65","0.22","72.9","","","18.6","1344","396","79.0","82.0","","652"
"2020","69","Brunel University of London","126","3.88","2.67","0.85","70.7","","","18.0","1687","579","75.7","86.4","","651"
"2020","70","Bournemouth University","122","3.95","2.72","0.29","68.2","","","17.0","1519","742","76.4","85.3","","649"
"2020","71","Aberystwyth University","120","4.24","2.84","0.76","77.7","","","16.9","1480","414","69.0","81.6","","644"
"2020","72","Goldsmiths, University of London","130","3.88","2.90","0.85","58.1","","","15.1","1863","690","81.9","78.5","","640"
"2020","73","Sheffield Hallam University","119","4.07","2.76","0.16","73.5","","","17.2","1773","450","74.7","85.7","","637"
"2020","74","University of Hertfordshire","116","4.04","2.61","0.21","80.4","","","16.0","1466","1086","64.9","83.7","","634"
"2020","75","University of Lancashire","132","4.00","2.51","0.24","76.9","","","14.2","1983","489","71.8","79.6","","633"
"2020","76","Norwich University of the Arts","135","4.06","2.69","0.18","60.5","","","15.0","2046","364","71.8","88.6","","630"
"2020","77","University of Plymouth","135","4.10","2.74","0.50","73.5","","","16.2","1464","466","70.9","83.6","","628"
"2020","77","Falmouth University","130","4.01","2.04","0.33","76.9","","","18.3","1025","421","78.0","86.8","","628"
"2020","77","Glasgow Caledonian University","163","3.99","2.67","0.24","72.1","","","20.2","1300","291","79.9","83.7","","628"
"2020","80","University of Salford","130","4.08","2.54","0.33","73.1","","","15.2","1156","846","73.7","78.4","","626"
"2020","81","University of Roehampton","111","3.98","2.83","0.67","71.5","","","14.2","1832","635","68.7","74.4","","622"
"2020","81","University of Hull","126","3.96","2.70","0.56","76.0","","","16.2","1578","710","70.4","83.0","","622"
"2020","83","University of Greenwich","136","4.00","2.33","0.25","70.2","","","17.4","1460","830","77.0","82.0","","619"
"2020","83","Bangor University","125","4.16","2.99","0.63","67.4","","","17.0","1141","602","71.4","84.2","","619"
"2020","85","Robert Gordon University","153","4.04","2.35","0.21","81.1","","","20.4","1104","338","69.9","86.9","","616"
"2020","86","Edinburgh Napier University","143","3.85","2.52","0.19","73.4","","","17.9","2154","342","75.7","82.2","","615"
"2020","87","London South Bank University","115","3.95","2.52","0.41","87.7","","","15.6","1879","338","69.5","77.4","","613"
"2020","88","University of Chichester","122","4.07","2.50","0.25","64.8","","","14.4","1015","691","73.1","88.0","","612"
"2020","89","Middlesex University","122","3.92","2.58","0.35","73.5","","","16.7","2608","388","67.2","78.9","","606"
"2020","90","University of West London","116","4.02","1.92","0.13","73.8","","","14.8","1538","1095","74.3","78.1","","605"
"2020","91","Birmingham City University","123","4.07","2.64","0.14","76.4","","","17.9","1403","593","71.6","82.6","","604"
"2020","92","University of Westminster, London","126","3.92","2.74","0.29","70.0","","","19.3","1452","512","70.5","81.7","","602"
"2020","93","Kingston University","123","4.02","2.70","0.16","64.1","","","16.6","2031","709","72.5","84.1","","601"
"2020","94","Leeds Arts University","156","4.21","","","57.1","","","11.9","916","233","79.9","88.7","","596"
"2020","94","Bath Spa University","116","3.96","2.52","0.30","66.5","","","18.7","1465","421","78.8","86.2","","596"
"2020","96","Cardiff Metropolitan University","122","3.98","3.00","0.09","65.5","","","18.8","1766","754","67.4","79.6","","593"
"2020","97","University of Derby","122","4.11","2.07","0.19","75.8","","","14.5","1432","466","65.7","79.1","","584"
"2020","97","St Mary's University, Twickenham","118","4.13","1.98","0.23","72.3","","","16.0","1067","751","75.3","81.0","","584"
"2020","99","University of Gloucestershire","120","4.09","2.38","0.18","72.6","","","18.7","1426","527","71.3","80.9","","583"
"2020","100","Teesside University","117","4.08","2.58","0.14","80.9","","","18.0","1839","534","68.0","79.8","","581"
"2020","101","University of Chester","113","4.10","2.08","0.29","70.1","","","15.5","1755","1007","69.7","80.5","","577"
"2020","102","University of Wales Trinity Saint David","111","4.18","2.39","0.12","66.0","","","14.9","1194","752","72.9","77.2","","576"
"2020","103","Abertay University","137","4.02","2.16","0.36","73.4","","","19.6","1161","705","65.8","77.5","","569"
"2020","104","University of the West of Scotland","136","4.08","2.36","0.22","80.2","","","22.4","1643","416","71.3","80.8","","567"
"2020","105","Southampton, Solent University","118","4.10","1.63","0.07","70.2","","","15.6","1459","781","71.3","77.9","","565"
"2020","106","University of Winchester","112","4.04","2.32","0.30","64.2","","","16.4","1196","423","76.4","86.3","","564"
"2020","107","University of Sunderland","116","4.05","2.12","0.39","66.4","","","15.8","1781","632","64.7","80.5","","563"
"2020","107","University of Buckingham","121","4.24","","","81.5","","","15.8","1035","530","69.7","84.0","","563"
"2020","109","University of Worcester","118","4.11","2.08","0.30","74.7","","","17.2","931","569","67.1","81.8","","556"
"2020","110","University of Northampton","105","4.01","2.09","0.25","67.8","","","16.8","1884","989","68.0","80.6","","553"
"2020","111","York St John University","114","4.08","2.04","0.29","73.4","","","18.0","1239","623","68.6","87.7","","543"
"2020","112","Leeds Trinity University","108","4.11","2.01","0.17","67.9","","","19.9","1465","481","79.3","82.4","","541"
"2020","113","University of South Wales","125","4.06","2.51","0.16","63.2","","","15.6","1255","468","67.3","79.8","","537"
"2020","114","University of Brighton","117","3.94","2.84","0.21","66.8","","","18.5","1039","510","72.2","81.4","","534"
"2020","115","Buckinghamshire New University","115","4.10","2.19","0.09","67.6","","","15.8","2573","190","60.4","79.3","","528"
"2020","116","University of East London","107","4.11","2.71","0.23","65.0","","","18.9","1416","761","68.1","75.5","","526"
"2020","117","Canterbury Christ Church University","108","3.99","2.38","0.23","64.4","","","14.8","1485","413","68.8","80.6","","522"
"2020","118","Anglia Ruskin University","110","4.08","2.37","0.27","68.1","","","18.5","1000","408","74.0","78.1","","510"
"2020","119","Lincoln Bishop University","110","3.94","1.96","0.17","72.7","","","20.2","1165","837","69.0","90.1","","507"
"2020","120","University of Cumbria","123","3.92","2.13","0.08","72.4","","","16.8","1248","458","67.4","82.7","","502"
"2020","121","Leeds Beckett University","112","4.06","2.16","0.24","63.1","","","19.3","1343","540","70.3","76.3","","498"
"2020","122","University of Bedfordshire","98","4.07","2.52","0.27","70.2","","","17.0","1665","629","63.9","66.3","","492"
"2020","123","Royal Agricultural University","118","3.90","1.40","0.26","63.3","","","20.9","1831","900","63.5","91.2","","490"
"2020","124","University of Wolverhampton","110","4.03","2.31","0.31","68.7","","","18.0","1654","332","66.2","72.9","","483"
"2020","125","Birmingham Newman University","117","4.02","2.13","0.20","64.2","","","14.5","1334","343","60.9","76.6","","475"
"2020","126","London Metropolitan University","99","4.00","2.44","0.15","69.1","","","17.8","1734","1048","60.8","65.7","","473"
"2020","127","Plymouth Marjon University","120","4.23","","","63.6","","","22.2","1049","1185","77.1","78.3","","470"
"2020","128","University of Greater Manchester","115","4.21","2.04","0.20","56.5","","","14.2","1023","422","60.8","72.8","","447"
"2020","129","University of Suffolk","116","3.90","","","64.2","","","18.1","1905","490","66.8","72.2","","421"
